index,participant_index,age,gender,trial_number,expectedness,comfortable,propensity,image_set,image_set_repeat,noisiness,oddity,quadrant,c_expect,c_comfrt,c_prpnst,c_noise,c_oddity,c_oddnse
1315,42,20,"Male",3,"5 - Very Unexpected","4 - Certainly Not","1 - cautious",13,1,"1 - High","1 - Present",4,5,4,1,1,1,1
1316,42,20,"Male",4,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",12,1,"1 - High","0 - None",2,1,1,1,1,0,0
1317,42,20,"Male",5,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","1 - cautious",3,1,"0 - Low","1 - Present",3,5,2,1,0,1,0
1318,42,20,"Male",6,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","1 - cautious",13,2,"0 - Low","1 - Present",3,4,2,1,0,1,0
1319,42,20,"Male",7,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","1 - cautious",5,1,"1 - High","1 - Present",4,5,2,1,1,1,1
1320,42,20,"Male",8,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",10,1,"0 - Low","0 - None",1,1,1,1,0,0,0
1321,42,20,"Male",9,"3 - Indifferent / Can't Decide","2 - Yes, a bit inconvenient but manageable","1 - cautious",11,1,"0 - Low","0 - None",1,3,2,1,0,0,0
1322,42,20,"Male",10,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",8,1,"0 - Low","0 - None",1,1,1,1,0,0,0
1323,42,20,"Male",11,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","1 - cautious",7,1,"0 - Low","1 - Present",3,4,2,1,0,1,0
1324,42,20,"Male",12,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","1 - cautious",4,1,"0 - Low","1 - Present",3,4,2,1,0,1,0
1325,42,20,"Male",13,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","1 - cautious",12,2,"0 - Low","1 - Present",3,5,2,1,0,1,0
1326,42,20,"Male",14,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",9,1,"1 - High","0 - None",2,1,1,1,1,0,0
1327,42,20,"Male",15,"5 - Very Unexpected","4 - Certainly Not","1 - cautious",11,2,"1 - High","1 - Present",4,5,4,1,1,1,1
1328,42,20,"Male",16,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","1 - cautious",4,2,"1 - High","1 - Present",4,4,2,1,1,1,1
1329,42,20,"Male",17,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",1,1,"1 - High","0 - None",2,1,1,1,1,0,0
1330,42,20,"Male",18,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",5,2,"0 - Low","0 - None",1,1,1,1,0,0,0
1331,42,20,"Male",19,"1 - Completely Expected","3 - Yes, but would not be feel nice","1 - cautious",2,2,"1 - High","0 - None",2,1,3,1,1,0,0
1332,42,20,"Male",20,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",9,2,"0 - Low","0 - None",1,1,1,1,0,0,0
1333,42,20,"Male",21,"2 - Somewhat Expected","1 - Absolutely Yes","1 - cautious",6,1,"0 - Low","0 - None",1,2,1,1,0,0,0
1334,42,20,"Male",22,"2 - Somewhat Expected","3 - Yes, but would not be feel nice","1 - cautious",14,1,"0 - Low","0 - None",1,2,3,1,0,0,0
1335,42,20,"Male",23,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",16,1,"0 - Low","0 - None",1,1,1,1,0,0,0
1336,42,20,"Male",24,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","1 - cautious",16,2,"1 - High","0 - None",2,1,2,1,1,0,0
1337,42,20,"Male",25,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","1 - cautious",6,2,"1 - High","0 - None",2,1,2,1,1,0,0
1338,42,20,"Male",26,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","1 - cautious",3,2,"0 - Low","1 - Present",3,4,2,1,0,1,0
1339,42,20,"Male",27,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","1 - cautious",10,2,"1 - High","1 - Present",4,4,3,1,1,1,1
1340,42,20,"Male",28,"5 - Very Unexpected","4 - Certainly Not","1 - cautious",15,2,"1 - High","1 - Present",4,5,4,1,1,1,1
1341,42,20,"Male",29,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","1 - cautious",14,2,"0 - Low","1 - Present",3,4,2,1,0,1,0
1342,42,20,"Male",30,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",1,2,"1 - High","0 - None",2,1,1,1,1,0,0
1343,42,20,"Male",31,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",7,2,"1 - High","0 - None",2,1,1,1,1,0,0
1344,42,20,"Male",32,"5 - Very Unexpected","3 - Yes, but would not be feel nice","1 - cautious",8,2,"0 - Low","1 - Present",3,5,3,1,0,1,0
1345,43,33,"Female",1,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","1 - cautious",5,1,"1 - High","0 - None",2,1,2,1,1,0,0
1346,43,33,"Female",2,"1 - Completely Expected","3 - Yes, but would not be feel nice","1 - cautious",15,1,"1 - High","0 - None",2,1,3,1,1,0,0
1347,43,33,"Female",3,"4 - Somewhat Unexpected","4 - Certainly Not","1 - cautious",11,1,"0 - Low","1 - Present",3,4,4,1,0,1,0
1348,43,33,"Female",4,"5 - Very Unexpected","3 - Yes, but would not be feel nice","1 - cautious",8,1,"0 - Low","1 - Present",3,5,3,1,0,1,0
1349,43,33,"Female",5,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",8,2,"0 - Low","0 - None",1,1,1,1,0,0,0
1350,43,33,"Female",6,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",4,1,"0 - Low","0 - None",1,1,1,1,0,0,0
1351,43,33,"Female",7,"2 - Somewhat Expected","1 - Absolutely Yes","1 - cautious",11,2,"0 - Low","0 - None",1,2,1,1,0,0,0
1352,43,33,"Female",8,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","1 - cautious",3,1,"1 - High","1 - Present",4,4,2,1,1,1,1
1353,43,33,"Female",9,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",6,1,"1 - High","0 - None",2,1,1,1,1,0,0
1354,43,33,"Female",10,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","1 - cautious",14,1,"1 - High","1 - Present",4,4,3,1,1,1,1
1355,43,33,"Female",11,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",12,1,"1 - High","0 - None",2,1,1,1,1,0,0
1356,43,33,"Female",12,"5 - Very Unexpected","4 - Certainly Not","1 - cautious",12,2,"1 - High","1 - Present",4,5,4,1,1,1,1
1357,43,33,"Female",13,"5 - Very Unexpected","4 - Certainly Not","1 - cautious",10,1,"0 - Low","1 - Present",3,5,4,1,0,1,0
1358,43,33,"Female",14,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","1 - cautious",13,1,"0 - Low","1 - Present",3,4,2,1,0,1,0
1359,43,33,"Female",15,"5 - Very Unexpected","3 - Yes, but would not be feel nice","1 - cautious",3,2,"1 - High","1 - Present",4,5,3,1,1,1,1
1360,43,33,"Female",16,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","1 - cautious",14,2,"1 - High","1 - Present",4,4,3,1,1,1,1
1361,43,33,"Female",17,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",5,2,"1 - High","0 - None",2,1,1,1,1,0,0
1362,43,33,"Female",18,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",4,2,"0 - Low","0 - None",1,1,1,1,0,0,0
1363,43,33,"Female",19,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","1 - cautious",1,1,"0 - Low","1 - Present",3,4,2,1,0,1,0
1364,43,33,"Female",20,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",7,1,"0 - Low","0 - None",1,1,1,1,0,0,0
1365,43,33,"Female",21,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","1 - cautious",9,1,"0 - Low","0 - None",1,1,2,1,0,0,0
1366,43,33,"Female",22,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","1 - cautious",2,1,"0 - Low","1 - Present",3,4,3,1,0,1,0
1367,43,33,"Female",23,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",6,2,"1 - High","0 - None",2,1,1,1,1,0,0
1368,43,33,"Female",24,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","1 - cautious",13,2,"1 - High","1 - Present",4,4,3,1,1,1,1
1369,43,33,"Female",25,"5 - Very Unexpected","4 - Certainly Not","1 - cautious",9,2,"1 - High","1 - Present",4,5,4,1,1,1,1
1370,43,33,"Female",26,"1 - Completely Expected","4 - Certainly Not","1 - cautious",16,1,"1 - High","0 - None",2,1,4,1,1,0,0
1371,43,33,"Female",27,"5 - Very Unexpected","4 - Certainly Not","1 - cautious",10,2,"0 - Low","1 - Present",3,5,4,1,0,1,0
1372,43,33,"Female",28,"4 - Somewhat Unexpected","4 - Certainly Not","1 - cautious",16,2,"0 - Low","1 - Present",3,4,4,1,0,1,0
1373,43,33,"Female",29,"1 - Completely Expected","3 - Yes, but would not be feel nice","1 - cautious",15,2,"0 - Low","0 - None",1,1,3,1,0,0,0
1374,43,33,"Female",30,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",2,2,"1 - High","0 - None",2,1,1,1,1,0,0
1375,43,33,"Female",31,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",1,2,"0 - Low","0 - None",1,1,1,1,0,0,0
1376,43,33,"Female",32,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","1 - cautious",7,2,"1 - High","1 - Present",4,4,2,1,1,1,1
1377,44,47,"Male",1,"2 - Somewhat Expected","1 - Absolutely Yes","0 - adventurous",12,1,"0 - Low","0 - None",1,2,1,0,0,0,0
1378,44,47,"Male",2,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",14,1,"1 - High","1 - Present",4,4,2,0,1,1,1
1379,44,47,"Male",3,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",9,1,"1 - High","1 - Present",4,1,1,0,1,1,1
1380,44,47,"Male",4,"5 - Very Unexpected","3 - Yes, but would not be feel nice","0 - adventurous",15,1,"1 - High","1 - Present",4,5,3,0,1,1,1
1381,44,47,"Male",5,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",9,2,"1 - High","0 - None",2,1,1,0,1,0,0
1382,44,47,"Male",6,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",1,1,"1 - High","0 - None",2,5,4,0,1,0,0
1383,44,47,"Male",7,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",6,1,"0 - Low","1 - Present",3,1,2,0,0,1,0
1384,44,47,"Male",8,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",7,1,"0 - Low","0 - None",1,1,1,0,0,0,0
1385,44,47,"Male",9,"2 - Somewhat Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",11,1,"1 - High","0 - None",2,2,2,0,1,0,0
1386,44,47,"Male",10,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",7,2,"0 - Low","0 - None",1,1,1,0,0,0,0
1387,44,47,"Male",11,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",13,1,"0 - Low","1 - Present",3,1,1,0,0,1,0
1388,44,47,"Male",12,"2 - Somewhat Expected","1 - Absolutely Yes","0 - adventurous",5,1,"0 - Low","1 - Present",3,2,1,0,0,1,0
1389,44,47,"Male",13,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",8,1,"0 - Low","0 - None",1,1,1,0,0,0,0
1390,44,47,"Male",14,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",10,1,"0 - Low","1 - Present",3,1,1,0,0,1,0
1391,44,47,"Male",15,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",4,1,"0 - Low","0 - None",1,1,1,0,0,0,0
1392,44,47,"Male",16,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",2,1,"0 - Low","0 - None",1,1,1,0,0,0,0
1393,44,47,"Male",17,"2 - Somewhat Expected","1 - Absolutely Yes","0 - adventurous",12,2,"1 - High","0 - None",2,2,1,0,1,0,0
1394,44,47,"Male",18,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",5,2,"0 - Low","0 - None",1,1,1,0,0,0,0
1395,44,47,"Male",19,"2 - Somewhat Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",6,2,"1 - High","0 - None",2,2,2,0,1,0,0
1396,44,47,"Male",20,"5 - Very Unexpected","1 - Absolutely Yes","0 - adventurous",8,2,"0 - Low","1 - Present",3,5,1,0,0,1,0
1397,44,47,"Male",21,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",2,2,"1 - High","1 - Present",4,5,4,0,1,1,1
1398,44,47,"Male",22,"5 - Very Unexpected","1 - Absolutely Yes","0 - adventurous",16,1,"0 - Low","1 - Present",3,5,1,0,0,1,0
1399,44,47,"Male",23,"4 - Somewhat Unexpected","1 - Absolutely Yes","0 - adventurous",3,1,"1 - High","1 - Present",4,4,1,0,1,1,1
1400,44,47,"Male",24,"2 - Somewhat Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",11,2,"1 - High","0 - None",2,2,2,0,1,0,0
1401,44,47,"Male",25,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",16,2,"1 - High","1 - Present",4,5,4,0,1,1,1
1402,44,47,"Male",26,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",13,2,"0 - Low","0 - None",1,1,1,0,0,0,0
1403,44,47,"Male",27,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",15,2,"0 - Low","1 - Present",3,5,4,0,0,1,0
1404,44,47,"Male",28,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",14,2,"1 - High","1 - Present",4,4,2,0,1,1,1
1405,44,47,"Male",29,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",4,2,"1 - High","1 - Present",4,1,1,0,1,1,1
1406,44,47,"Male",30,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",1,2,"1 - High","0 - None",2,5,4,0,1,0,0
1407,44,47,"Male",31,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",3,2,"0 - Low","1 - Present",3,5,4,0,0,1,0
1408,44,47,"Male",32,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",10,2,"1 - High","0 - None",2,1,1,0,1,0,0
1409,45,52,"Female",1,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",8,1,"1 - High","0 - None",2,1,1,0,1,0,0
1410,45,52,"Female",2,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",11,1,"0 - Low","0 - None",1,4,2,0,0,0,0
1411,45,52,"Female",3,"2 - Somewhat Expected","3 - Yes, but would not be feel nice","0 - adventurous",3,1,"0 - Low","0 - None",1,2,3,0,0,0,0
1412,45,52,"Female",4,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",9,1,"0 - Low","0 - None",1,1,1,0,0,0,0
1413,45,52,"Female",5,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",6,1,"0 - Low","1 - Present",3,5,2,0,0,1,0
1414,45,52,"Female",6,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",5,1,"0 - Low","0 - None",1,1,1,0,0,0,0
1415,45,52,"Female",7,"3 - Indifferent / Can't Decide","2 - Yes, a bit inconvenient but manageable","0 - adventurous",14,1,"1 - High","1 - Present",4,3,2,0,1,1,1
1416,45,52,"Female",8,"4 - Somewhat Unexpected","1 - Absolutely Yes","0 - adventurous",9,2,"0 - Low","1 - Present",3,4,1,0,0,1,0
1417,45,52,"Female",9,"5 - Very Unexpected","3 - Yes, but would not be feel nice","0 - adventurous",15,1,"1 - High","1 - Present",4,5,3,0,1,1,1
1418,45,52,"Female",10,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",14,2,"0 - Low","0 - None",1,1,1,0,0,0,0
1419,45,52,"Female",11,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",12,1,"0 - Low","0 - None",1,1,1,0,0,0,0
1420,45,52,"Female",12,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",10,1,"1 - High","0 - None",2,1,1,0,1,0,0
1421,45,52,"Female",13,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",4,1,"1 - High","1 - Present",4,4,2,0,1,1,1
1422,45,52,"Female",14,"5 - Very Unexpected","1 - Absolutely Yes","0 - adventurous",1,1,"1 - High","1 - Present",4,5,1,0,1,1,1
1423,45,52,"Female",15,"2 - Somewhat Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",11,2,"1 - High","0 - None",2,2,2,0,1,0,0
1424,45,52,"Female",16,"2 - Somewhat Expected","1 - Absolutely Yes","0 - adventurous",7,1,"0 - Low","1 - Present",3,2,1,0,0,1,0
1425,45,52,"Female",17,"4 - Somewhat Unexpected","1 - Absolutely Yes","0 - adventurous",16,1,"0 - Low","1 - Present",3,4,1,0,0,1,0
1426,45,52,"Female",18,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",8,2,"1 - High","0 - None",2,1,1,0,1,0,0
1427,45,52,"Female",19,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",6,2,"0 - Low","1 - Present",3,5,2,0,0,1,0
1428,45,52,"Female",20,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",4,2,"0 - Low","0 - None",1,1,1,0,0,0,0
1429,45,52,"Female",21,"4 - Somewhat Unexpected","1 - Absolutely Yes","0 - adventurous",16,2,"0 - Low","1 - Present",3,4,1,0,0,1,0
1430,45,52,"Female",22,"4 - Somewhat Unexpected","1 - Absolutely Yes","0 - adventurous",7,2,"1 - High","1 - Present",4,4,1,0,1,1,1
1431,45,52,"Female",23,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",15,2,"1 - High","1 - Present",4,5,2,0,1,1,1
1432,45,52,"Female",24,"5 - Very Unexpected","1 - Absolutely Yes","0 - adventurous",12,2,"0 - Low","1 - Present",3,5,1,0,0,1,0
1433,45,52,"Female",25,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",13,1,"1 - High","0 - None",2,1,1,0,1,0,0
1434,45,52,"Female",26,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",13,2,"0 - Low","0 - None",1,1,1,0,0,0,0
1435,45,52,"Female",27,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",2,1,"1 - High","0 - None",2,1,2,0,1,0,0
1436,45,52,"Female",28,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",3,2,"1 - High","0 - None",2,1,2,0,1,0,0
1437,45,52,"Female",29,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",10,2,"1 - High","1 - Present",4,4,2,0,1,1,1
1438,45,52,"Female",30,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",1,2,"0 - Low","1 - Present",3,5,2,0,0,1,0
1439,45,52,"Female",31,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",2,2,"1 - High","0 - None",2,1,2,0,1,0,0
1440,45,52,"Female",32,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",5,2,"1 - High","1 - Present",4,5,2,0,1,1,1
1441,46,46,"Female",1,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",12,1,"0 - Low","1 - Present",3,5,2,0,0,1,0
1442,46,46,"Female",2,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",1,1,"0 - Low","0 - None",1,1,1,0,0,0,0
1443,46,46,"Female",3,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",10,1,"0 - Low","0 - None",1,1,1,0,0,0,0
1444,46,46,"Female",4,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",14,1,"0 - Low","1 - Present",3,5,4,0,0,1,0
1445,46,46,"Female",5,"4 - Somewhat Unexpected","1 - Absolutely Yes","0 - adventurous",9,1,"1 - High","1 - Present",4,4,1,0,1,1,1
1446,46,46,"Female",6,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",5,1,"0 - Low","1 - Present",3,1,1,0,0,1,0
1447,46,46,"Female",7,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",14,2,"0 - Low","0 - None",1,1,1,0,0,0,0
1448,46,46,"Female",8,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",4,1,"0 - Low","1 - Present",3,5,4,0,0,1,0
1449,46,46,"Female",9,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",7,1,"1 - High","0 - None",2,1,1,0,1,0,0
1450,46,46,"Female",10,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",15,1,"1 - High","0 - None",2,1,1,0,1,0,0
1451,46,46,"Female",11,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",16,1,"1 - High","0 - None",2,1,1,0,1,0,0
1452,46,46,"Female",12,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",10,2,"1 - High","1 - Present",4,4,2,0,1,1,1
1453,46,46,"Female",13,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",11,1,"1 - High","1 - Present",4,5,2,0,1,1,1
1454,46,46,"Female",14,"5 - Very Unexpected","1 - Absolutely Yes","0 - adventurous",1,2,"1 - High","1 - Present",4,5,1,0,1,1,1
1455,46,46,"Female",15,"3 - Indifferent / Can't Decide","2 - Yes, a bit inconvenient but manageable","0 - adventurous",8,1,"1 - High","1 - Present",4,3,2,0,1,1,1
1456,46,46,"Female",16,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",5,2,"1 - High","1 - Present",4,4,2,0,1,1,1
1457,46,46,"Female",17,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",16,2,"0 - Low","1 - Present",3,4,2,0,0,1,0
1458,46,46,"Female",18,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",2,1,"1 - High","0 - None",2,1,1,0,1,0,0
1459,46,46,"Female",19,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",11,2,"0 - Low","1 - Present",3,4,2,0,0,1,0
1460,46,46,"Female",20,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",4,2,"1 - High","0 - None",2,1,1,0,1,0,0
1461,46,46,"Female",21,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",15,2,"0 - Low","1 - Present",3,4,2,0,0,1,0
1462,46,46,"Female",22,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",13,1,"1 - High","0 - None",2,1,1,0,1,0,0
1463,46,46,"Female",23,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",7,2,"1 - High","0 - None",2,1,1,0,1,0,0
1464,46,46,"Female",24,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",2,2,"0 - Low","0 - None",1,1,1,0,0,0,0
1465,46,46,"Female",25,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",13,2,"0 - Low","0 - None",1,1,1,0,0,0,0
1466,46,46,"Female",26,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",6,1,"0 - Low","1 - Present",3,4,2,0,0,1,0
1467,46,46,"Female",27,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",9,2,"0 - Low","0 - None",1,1,1,0,0,0,0
1468,46,46,"Female",28,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",8,2,"0 - Low","0 - None",1,1,1,0,0,0,0
1469,46,46,"Female",29,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",3,1,"1 - High","1 - Present",4,4,2,0,1,1,1
1470,46,46,"Female",30,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",6,2,"1 - High","0 - None",2,1,1,0,1,0,0
1471,46,46,"Female",31,"3 - Indifferent / Can't Decide","2 - Yes, a bit inconvenient but manageable","0 - adventurous",3,2,"0 - Low","0 - None",1,3,2,0,0,0,0
1472,46,46,"Female",32,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",12,2,"1 - High","1 - Present",4,4,2,0,1,1,1
1473,47,46,"Male",1,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",11,1,"1 - High","1 - Present",4,5,4,0,1,1,1
1474,47,46,"Male",2,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",8,1,"1 - High","0 - None",2,1,2,0,1,0,0
1475,47,46,"Male",3,"5 - Very Unexpected","3 - Yes, but would not be feel nice","0 - adventurous",6,1,"1 - High","1 - Present",4,5,3,0,1,1,1
1476,47,46,"Male",4,"2 - Somewhat Expected","1 - Absolutely Yes","0 - adventurous",16,1,"0 - Low","1 - Present",3,2,1,0,0,1,0
1477,47,46,"Male",5,"2 - Somewhat Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",9,1,"1 - High","0 - None",2,2,2,0,1,0,0
1478,47,46,"Male",6,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",9,2,"0 - Low","1 - Present",3,4,2,0,0,1,0
1479,47,46,"Male",7,"5 - Very Unexpected","3 - Yes, but would not be feel nice","0 - adventurous",15,1,"1 - High","1 - Present",4,5,3,0,1,1,1
1480,47,46,"Male",8,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",7,1,"0 - Low","1 - Present",3,4,2,0,0,1,0
1481,47,46,"Male",9,"2 - Somewhat Expected","1 - Absolutely Yes","0 - adventurous",4,1,"0 - Low","1 - Present",3,2,1,0,0,1,0
1482,47,46,"Male",10,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",12,1,"0 - Low","0 - None",1,1,1,0,0,0,0
1483,47,46,"Male",11,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",1,1,"1 - High","0 - None",2,1,1,0,1,0,0
1484,47,46,"Male",12,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",11,2,"1 - High","1 - Present",4,5,4,0,1,1,1
1485,47,46,"Male",13,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",6,2,"0 - Low","0 - None",1,1,1,0,0,0,0
1486,47,46,"Male",14,"2 - Somewhat Expected","1 - Absolutely Yes","0 - adventurous",16,2,"1 - High","1 - Present",4,2,1,0,1,1,1
1487,47,46,"Male",15,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",2,1,"0 - Low","1 - Present",3,5,2,0,0,1,0
1488,47,46,"Male",16,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",7,2,"0 - Low","1 - Present",3,4,2,0,0,1,0
1489,47,46,"Male",17,"4 - Somewhat Unexpected","1 - Absolutely Yes","0 - adventurous",5,1,"0 - Low","1 - Present",3,4,1,0,0,1,0
1490,47,46,"Male",18,"2 - Somewhat Expected","3 - Yes, but would not be feel nice","0 - adventurous",13,1,"0 - Low","0 - None",1,2,3,0,0,0,0
1491,47,46,"Male",19,"2 - Somewhat Expected","1 - Absolutely Yes","0 - adventurous",1,2,"0 - Low","0 - None",1,2,1,0,0,0,0
1492,47,46,"Male",20,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",3,1,"1 - High","1 - Present",4,4,2,0,1,1,1
